# Constructed from biom file
#OTU ID	st1_1	st1_2	st1_3	st1_4	st1_5	st1_6	st1_7	st2_1	st2_2	st2_3	st2_4	st2_5	st2_6	st2_7	st4_1	st4_2	st4_3	st4_4	st4_5	st4_6	st4_7	st5_1	st5_2	st5_3	st5_4	st5_5	st5_6	st5_7
d__Bacteria;p__Calditrichota;c__Calditrichia	0.005975545803317601	0.007350732702066109	0.011353699472511353	0.005599328080630324	0.006450436109176533	0.0012610340479192938	0.002066115702479339	0.0	1.6827084875816113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6317206494248183e-05	0.0	0.0	0.0	0.0
d__Bacteria;p__WOR-1;c__	2.7600673456432338e-05	0.0	9.872782150009873e-05	7.999040115186178e-05	9.949258780220874e-05	1.3274042609676777e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.791672527781685e-05	0.0	0.0	0.0	7.860893626387447e-05	1.3306188708368262e-05	0.0014917802905988005	0.0013687005556924257	0.0	0.0	6.526882597699273e-05	2.6658491395971902e-05	0.0	6.685743320942423e-05	0.00020589900653729347
d__Bacteria;p__Patescibacteria;c__Microgenomatia	0.001794043774668102	0.0019285793325850868	0.0025528193845025526	0.0017464570918156487	0.001658209796703479	0.001008827238335435	0.0008553982207717008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022376704358982008	0.00015055706112616682	3.1463855895539996e-05	8.03847751235916e-05	4.8951619482744554e-05	0.0	1.5700805451319653e-05	8.022891985130907e-05	0.00016729294281155093
d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	1.3800336728216169e-05	0.0	4.231192350004231e-05	0.0	0.0	0.0	0.0	0.0008040201005025126	0.00018509793363397724	0.0004956945388624518	0.0001460259049955462	0.0	0.0001086026906316604	0.0	3.089471082550667e-05	0.0001803126343675881	0.00017304031839418584	3.144357450554979e-05	0.0	0.0	1.3687005556924256e-05	0.0004719578384331	0.0001607695502471832	0.0003263441298849637	2.6658491395971902e-05	0.0	2.674297328376969e-05	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.2862741850901162	0.034240187167043426	0.01054977292601055	0.04218160487408178	0.014840977680496137	0.0012344859626999402	0.0016055166605253462	0.3072792534099067	0.5336036884970048	0.019218785406752776	0.016340298769001622	0.0017212683329302816	0.0037875188357791565	0.0027430018286678857	0.04708353929807217	0.2919122848384815	0.6305322986409679	0.002719869194730057	0.0007052280015435179	0.006966613957096399	0.002135172866880184	0.15802721623534965	0.005519754558486622	0.006151586848331565	0.003199018967516628	0.007803300309305867	0.007595004412590592	0.0015571112369382818
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia	0.03416963373906323	0.04144864762326309	0.08607655637358608	0.22377314722233332	0.21827015554007892	0.3392447069755094	0.4661657103753224	0.0056137832017229	0.006040923470417985	0.21745411284840244	0.3384296374176779	0.7244690385080444	0.7788713465376105	0.8190146293430862	0.3523696243203164	0.13039377505305352	0.008092962583358846	0.6664622834323806	0.8131811105345096	0.7357460393233285	0.7398647723850976	0.0781876819004169	0.35043742715129755	0.37914661010035083	0.6300334564067019	0.7742538192209261	0.7108282298825983	0.6881016111597261
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria	0.019003063674753663	0.017404638075214595	0.02731939860652732	0.01439827220733512	0.013796305508572944	0.0064379106656932365	0.0052245091330210035	0.0	3.3654169751632225e-05	0.0	0.0	0.0	0.0	0.0	1.5447355412753335e-05	4.161060793098187e-05	1.331079372262968e-05	0.0	1.3306188708368262e-05	0.0002386848464958081	5.4748022227697024e-05	1.5731927947769998e-05	4.01923875617958e-05	4.8951619482744554e-05	7.99754741879157e-05	0.0	2.674297328376969e-05	2.5737375817161683e-05
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	0.0526620849548729	0.07409222403136313	0.16453696651716454	0.18383127358050366	0.23042483334991543	0.2667020641136258	0.21646838974574933	7.178750897343863e-05	0.000151443763882345	0.0007081350555177883	0.0022926067084300754	0.00470859353884234	0.009964296865454842	0.03286327190884794	0.001374814631735047	0.00012483182379294561	0.00021297269956207487	0.0068232556677043045	0.008688941226564476	0.05479309007369395	0.06490378035093482	0.00017305120742547	0.0002545517878913734	0.006690054662641756	0.021313463871079536	0.005809298016988271	0.009707699302008398	0.020126627889020435
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia	0.0005934144793132952	0.00039520068290678007	0.0006064709035006065	0.00018664426935434414	0.0001658209796703479	3.982212782903033e-05	3.9479917881770806e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Latescibacterota;c__	0.008059396649278242	0.011492435858929164	0.018715974161518715	0.010585396419096374	0.009501542135110935	0.0008628127696289905	0.0009738379744170132	1.4357501794687724e-05	0.0	8.49762066621346e-05	0.0	2.8450716246781513e-05	6.787668164478775e-05	8.791672527781685e-05	0.0	0.0	0.0	0.0	0.0	0.0006414655249574843	0.0002737401111384851	0.0	0.0	0.0	2.6658491395971902e-05	0.0	2.674297328376969e-05	7.721212745148504e-05
