# Constructed from biom file
#OTU ID	st1_1	st1_2	st1_3	st1_4	st1_5	st1_6	st1_7	st2_1	st2_2	st2_3	st2_4	st2_5	st2_6	st2_7	st4_1	st4_2	st4_3	st4_4	st4_5	st4_6	st4_7	st5_1	st5_2	st5_3	st5_4	st5_5	st5_6	st5_7
d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae	0.005975545803317601	0.007350732702066109	0.011353699472511353	0.005599328080630324	0.006450436109176533	0.0012610340479192938	0.002066115702479339	0.0	1.6827084875816113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6317206494248183e-05	0.0	0.0	0.0	0.0
d__Bacteria;p__WOR-1;c__;o__;f__	2.7600673456432338e-05	0.0	9.872782150009873e-05	7.999040115186178e-05	9.949258780220874e-05	1.3274042609676777e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.791672527781685e-05	0.0	0.0	0.0	7.860893626387447e-05	1.3306188708368262e-05	0.0014917802905988005	0.0013687005556924257	0.0	0.0	6.526882597699273e-05	2.6658491395971902e-05	0.0	6.685743320942423e-05	0.00020589900653729347
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__	0.0010902266015290773	0.0009326736116600009	0.0017206848890017206	0.0008665626791451692	0.0005306271349451132	0.0003982212782903033	0.0003947991788177081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.950681743592804e-05	0.00013687005556924255	3.1463855895539996e-05	8.03847751235916e-05	4.8951619482744554e-05	0.0	1.5700805451319653e-05	8.022891985130907e-05	0.00016729294281155093
d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae	1.3800336728216169e-05	0.0	4.231192350004231e-05	0.0	0.0	0.0	0.0	0.0008040201005025126	0.00018509793363397724	0.0004956945388624518	0.0001460259049955462	0.0	0.0001086026906316604	0.0	3.089471082550667e-05	0.0001803126343675881	0.00017304031839418584	3.144357450554979e-05	0.0	0.0	1.3687005556924256e-05	0.0004719578384331	0.0001607695502471832	0.0003263441298849637	2.6658491395971902e-05	0.0	2.674297328376969e-05	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__A21b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037329504666188084	0.00016827084875816113	5.665080444142307e-05	2.920518099910924e-05	0.0	1.357533632895755e-05	0.0	0.0	2.7740405287321246e-05	0.00023959428700733425	0.0	0.0	0.0	0.0	0.00036183434279871	0.0	9.790323896548911e-05	0.0	0.0	2.674297328376969e-05	0.0
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__;f__	0.03416963373906323	0.04144864762326309	0.08607655637358608	0.22377314722233332	0.21827015554007892	0.3392447069755094	0.4661657103753224	0.0056137832017229	0.006040923470417985	0.21745411284840244	0.3384296374176779	0.7244690385080444	0.7788713465376105	0.8190146293430862	0.3523696243203164	0.13039377505305352	0.008092962583358846	0.6664622834323806	0.8131811105345096	0.7357460393233285	0.7398647723850976	0.0781876819004169	0.35043742715129755	0.37914661010035083	0.6300334564067019	0.7742538192209261	0.7108282298825983	0.6881016111597261
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae	0.01069526096436753	0.010686226465799333	0.020295619305520294	0.011971896705728647	0.012552648161045335	0.00605296343001261	0.004869189872085066	0.0	3.3654169751632225e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002386848464958081	5.4748022227697024e-05	1.5731927947769998e-05	1.3397462520598599e-05	1.6317206494248183e-05	1.3329245697985951e-05	0.0	0.0	1.2868687908580842e-05
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__ER-E4-17;f__	0.00013800336728216167	3.1616054632542404e-05	0.0002538715410002539	0.0005466010745377221	0.0002818956654395914	0.00038494723568062656	0.00028951939779965256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002088492406838321	9.580903889846979e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae	0.0	4.7424081948813605e-05	5.641589800005642e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Latescibacterota;c__;o__;f__	0.008059396649278242	0.011492435858929164	0.018715974161518715	0.010585396419096374	0.009501542135110935	0.0008628127696289905	0.0009738379744170132	1.4357501794687724e-05	0.0	8.49762066621346e-05	0.0	2.8450716246781513e-05	6.787668164478775e-05	8.791672527781685e-05	0.0	0.0	0.0	0.0	0.0	0.0006414655249574843	0.0002737401111384851	0.0	0.0	0.0	2.6658491395971902e-05	0.0	2.674297328376969e-05	7.721212745148504e-05
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4	0.0015180370401037784	0.0013752983765155946	0.0022707398945022708	0.011598608167019958	0.017228799787749147	0.013167850268799363	0.011370216349949992	0.0	0.0	0.0	1.460259049955462e-05	4.267607437017227e-05	0.0022942318395938258	0.0021275847517231677	0.0	0.0	0.0	0.005927113794296135	0.0009713517757108831	0.0032819166393173614	0.009526155867619282	6.292771179107999e-05	1.3397462520598599e-05	0.0009953495961491394	0.003812164269623982	0.003783894113768036	0.0024469820554649264	0.003075616410150821
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae	0.008114597996191106	0.006670987527466448	0.006981467377506981	0.0023197216334039914	0.001111000563791331	0.00037167319307094973	0.0003289993156814234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5447355412753335e-05	4.161060793098187e-05	0.0	0.0	1.3306188708368262e-05	0.0	0.0	0.0	0.0	3.263441298849637e-05	0.0	0.0	0.0	1.2868687908580842e-05
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__	0.0022356545499710194	0.0027664047803474603	0.002834898874502835	0.0022263994987268194	0.0031671807117036447	0.001845091922745072	0.0006843185766173607	1.4357501794687724e-05	0.0	0.0001699524133242692	0.0002628466289919832	4.267607437017227e-05	0.0	5.275003516669011e-05	0.001606524962926347	0.00012483182379294561	3.9932381167889044e-05	0.00011005251076942427	6.653094354184131e-05	0.0009398215830772443	0.001012838411212395	3.1463855895539996e-05	5.3589850082394395e-05	0.0003100269233907155	0.0001599509483758314	0.00010990563815923757	0.00016045783970261815	6.434343954290421e-05
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Napoli-4B-65;f__	0.007134774088487759	0.010275217755576282	0.007658458153507659	0.009345545201242518	0.01641627698736444	0.009291829826773745	0.007159025109227773	0.0	0.0	0.0	0.0	0.0	2.71506726579151e-05	5.275003516669011e-05	0.0	0.0	0.0	0.0	0.0	0.0009845749917952085	0.003722865511483398	0.0	2.6794925041197197e-05	0.0	2.6658491395971902e-05	0.0	0.0	2.5737375817161683e-05
